PC1,PC2,PC3,PC4,PC5,PC6,Selling_Price
-0.47492615079860695,-0.3237768604155425,-0.08505759779875793,-0.5875259056810695,-0.7499612242284308,0.22393068814433503,3.35
2.522611660311538,-0.5319926582287197,1.3737875927705079,0.3115205499187158,0.24919056364509642,-0.058309765008369235,4.75
-0.38895373322724563,-1.2870954520196884,-0.5739714632458575,-0.27896710150602094,-0.9369768526781997,0.28953296464752165,7.25
-0.635353588477811,0.018438120695430667,0.1452015548890858,-0.6614805525545431,-0.8607407581256079,-0.6443188773244038,2.85
2.3649555318663826,-0.7871673425879816,1.399969781692472,0.4069372619538,0.3420430249599681,0.261915918320338,4.6
2.2604770203637337,-2.2978234546943095,0.8137135139721173,0.921068537373135,0.10638120429484602,0.26773854174596445,9.25
-0.3948149251895198,-0.6602532684383258,-0.2988018501395158,-0.48366067755644343,-0.8535813293794047,0.16744207441308553,6.75
2.398276853938293,-1.1415545654163053,1.2159343557600581,0.5215828813698401,0.25824138739095537,0.23127730827644474,6.5
2.330981266575829,-1.56916863522322,1.0778650451731946,0.6721476607994122,0.1977668787271716,0.2068023363093863,8.75
2.463069287571076,-1.00280537869976,1.2336198242719185,0.46484293373211844,0.2941224055394731,0.357725846379313,7.45
-0.7499746746019674,-1.4028309591005281,-0.3331493043088963,-0.2040295644658158,-0.771579616563168,0.5209666676064137,2.85
2.587922078732193,-0.8608245890655553,1.2029699721391305,0.4015154666089086,0.29358324657089585,0.422858817667844,6.85
0.19516005249467103,-0.17506036809203468,-2.695033110984673,-0.06279228005480994,0.3655465854421435,0.1263974694448326,7.5
-0.37799744522802153,-0.5529511679246814,-0.25740899010043733,-0.524546652113643,-0.8046504147057504,0.3017675119901412,6.1
-0.0591330306321773,1.600345462930137,0.428804637535434,-1.2689771527536686,-0.616955450265151,-0.04537505793629285,2.25
2.5553829789452958,-1.2087345645119683,1.0771109087222916,0.519707685925393,0.25528790885901764,0.47372542004171436,7.75
2.559692505062993,-1.0005012672903135,1.154365052187951,0.455307353673511,0.23392202502177953,0.2549615217902448,7.25
0.8671891913606167,-0.7780120891728344,0.6307823849748019,-0.026136244732769123,-0.16259155644196166,0.5182502405565659,3.25
-0.223143448510064,0.8271433005941161,0.19284714153537394,-0.9829038993619649,-0.8079470365091121,-0.4557723329139089,2.65
-0.5965626559262966,-0.8224861246710713,-0.1879300086242345,-0.4183825329388228,-0.6810223550137103,0.668394617044171,2.85
-0.635333862905129,-1.3842971573801153,-0.419026212318863,-0.22114093682736574,-0.8342250544753718,0.4215365864980954,4.9
0.32592081622002805,1.2604452998227433,-2.1694544667750173,-0.5517116208305742,0.5427212294973882,-0.01527367473928267,4.4
-0.49071689928396295,-0.05897932019036656,0.06478995082681974,-0.683270548500188,-0.5927557518345582,0.618294943447234,2.5
-0.36581447923377725,0.35327809679912375,0.14697051205054867,-0.8333814058332156,-0.5774704440437711,0.5576801079793489,2.9
-0.5105384648588085,0.25042855007327425,0.16105024470644114,-0.7578327771008401,-0.8112342252482864,-0.45098374280819603,3.0
-0.29685831702624643,0.3366876545281837,0.08099586788370206,-0.8334954941312143,-0.6305668284731811,0.4583775466853308,4.15
-1.303856705467504,-0.9416116206515638,-0.0868752393525456,0.4789606723399303,0.5353678764641652,-0.022684256649282687,6.0
-0.42267156979358195,0.8468660420559995,0.3691473233808,-0.9721957824597408,-0.6700276433551532,-0.20870565870207142,1.95
